,Saison,Team,Wert
728,2013,Swansea City,118.58
729,2013,Aston Villa,116.3
730,2013,FC Southampton,102.5
731,2013,Norwich City,95.75
732,2013,Cardiff City,92.35
733,2013,West Brom,91.95
734,2013,Hull City,69.9
735,2013,Crystal Palace,64.25
736,2014,FC Chelsea,526.1
737,2014,Manchester Utd.,522.4
738,2014,Manchester City,478.0
739,2014,FC Arsenal,404.35
740,2014,Tottenham,298.25
741,2014,FC Liverpool,285.0
742,2014,FC Everton,177.5
743,2014,FC Southampton,150.4
744,2014,Newcastle Utd.,139.85
745,2014,Stoke City,128.85
746,2014,Aston Villa,127.0
747,2014,West Ham Utd.,123.0
748,2014,Hull City,122.25
749,2014,AFC Sunderland,115.25
750,2014,QPR,115.05
751,2014,Swansea City,107.7
752,2014,West Brom,100.6
753,2014,Crystal Palace,89.3
754,2014,Leicester City,55.85
755,2014,FC Burnley,36.75
756,2015,FC Chelsea,579.8
757,2015,Manchester City,452.75
758,2015,FC Arsenal,408.6
759,2015,Manchester Utd.,374.15
760,2015,FC Liverpool,325.0
761,2015,Tottenham,253.75
762,2015,FC Everton,204.13
763,2015,Newcastle Utd.,200.65
764,2015,FC Southampton,187.5
765,2015,West Ham Utd.,185.2
766,2015,Swansea City,138.2
767,2015,AFC Sunderland,128.25
768,2015,Stoke City,127.25
769,2015,Crystal Palace,121.0
770,2015,West Brom,117.0
771,2015,Aston Villa,112.3
772,2015,FC Watford,110.13
773,2015,Norwich City,103.75
774,2015,Leicester City,91.25
775,2015,Bournemouth,68.03
776,2016,Manchester City,621.4
777,2016,FC Chelsea,603.3
778,2016,Manchester Utd.,533.25
779,2016,FC Arsenal,522.75
780,2016,FC Liverpool,394.15
781,2016,Tottenham,385.5
782,2016,FC Everton,284.35
783,2016,West Ham Utd.,240.78
784,2016,Crystal Palace,215.7
785,2016,FC Southampton,214.25
786,2016,Stoke City,193.25
787,2016,FC Watford,189.35
788,2016,Leicester City,175.0
789,2016,Swansea City,137.1
790,2016,Hull City,132.95
791,2016,Middlesbrough,121.75
792,2016,West Brom,115.1
793,2016,AFC Sunderland,112.5
794,2016,Bournemouth,103.5
795,2016,FC Burnley,81.8
796,2017,Manchester Utd.,645.1
797,2017,FC Chelsea,642.15
798,2017,FC Arsenal,633.9
799,2017,Manchester City,616.35
800,2017,Tottenham,535.35
801,2017,FC Liverpool,495.0
802,2017,FC Everton,346.75
803,2017,West Ham Utd.,264.85
804,2017,Leicester City,252.1
805,2017,FC Southampton,247.5
806,2017,Crystal Palace,194.43
807,2017,Stoke City,177.8
808,2017,Swansea City,171.34
809,2017,FC Watford,167.3
810,2017,Newcastle Utd.,167.28
811,2017,West Brom,165.5
812,2017,Bournemouth,116.1
813,2017,Brighton & Hove,106.75
814,2017,FC Burnley,96.85
815,2017,Huddersfield,64.4
816,2018,Manchester City,1090.0
817,2018,FC Liverpool,913.0
818,2018,FC Chelsea,891.75
819,2018,Tottenham,837.5
820,2018,Manchester Utd.,835.0
821,2018,FC Arsenal,574.0
822,2018,FC Everton,426.0
823,2018,Leicester City,344.5
824,2018,West Ham Utd.,287.5
825,2018,FC Southampton,266.1
826,2018,FC Fulham,250.5
827,2018,Crystal Palace,219.25
828,2018,Wolverhampton,218.0
829,2018,Bournemouth,192.25
830,2018,FC Burnley,181.75
831,2018,Brighton & Hove,177.0
832,2018,Newcastle Utd.,174.0
833,2018,FC Watford,167.7
834,2018,Huddersfield,120.6
835,2018,Cardiff City,94.15
836,2008,Birmingham City,67.55
837,2008,FC Reading,45.45
838,2008,Derby County,34.1
839,2008,Ipswich Town,30.5
840,2008,Cardiff City,29.53
841,2008,QPR,26.83
842,2008,Charlton Athl.,25.93
843,2008,Wolverhampton,25.43
844,2008,Sheffield Utd.,23.33
845,2008,FC Southampton,20.65
846,2008,Crystal Palace,20.43
847,2008,FC Burnley,18.78
848,2008,Blackpool,18.58
849,2008,Preston NE,18.28
850,2008,FC Watford,16.63
851,2008,Norwich City,16.55
852,2008,Sheff Wed,14.85
853,2008,Plymouth Argyle,14.83
854,2008,Notting. Forest,13.55
855,2008,Coventry City,12.7
856,2008,FC Barnsley,11.95
857,2008,Bristol City,9.18
858,2008,Doncaster Rov.,7.53
859,2008,Swansea City,6.58
860,2009,Middlesbrough,96.75
861,2009,Newcastle Utd.,79.55
862,2009,West Brom,65.03
863,2009,Sheffield Utd.,41.1
864,2009,QPR,38.25
865,2009,FC Reading,34.3
866,2009,Ipswich Town,31.5
867,2009,Notting. Forest,30.88
868,2009,Derby County,30.33
869,2009,Bristol City,29.28
870,2009,Preston NE,27.75
871,2009,Cardiff City,27.4
872,2009,Swansea City,24.28
873,2009,Sheff Wed,24.05
874,2009,Blackpool,23.78
875,2009,Coventry City,23.73
876,2009,Plymouth Argyle,21.73
877,2009,FC Watford,21.38
878,2009,FC Barnsley,21.1
879,2009,Leicester City,21.07
880,2009,Crystal Palace,20.6
881,2009,Doncaster Rov.,19.95
882,2009,Scunthorpe Utd.,7.23
883,2009,Peterborough,5.3
884,2010,Leicester City,68.08
885,2010,Middlesbrough,60.7
886,2010,Cardiff City,58.05
887,2010,Hull City,53.6
888,2010,Notting. Forest,48.15
889,2010,QPR,47.9
890,2010,FC Portsmouth,41.0
891,2010,FC Burnley,39.23
892,2010,Ipswich Town,38.45
893,2010,Sheffield Utd.,36.63
894,2010,Preston NE,34.03
895,2010,Leeds United,31.78
896,2010,Swansea City,30.15
897,2010,FC Barnsley,26.33
898,2010,Derby County,25.85
899,2010,Bristol City,25.45
900,2010,FC Reading,23.6
901,2010,Crystal Palace,23.4
902,2010,Norwich City,21.43
903,2010,Doncaster Rov.,19.65
904,2010,FC Millwall,18.78
905,2010,Coventry City,18.55
906,2010,Scunthorpe Utd.,15.68
907,2010,FC Watford,13.08
908,2011,West Ham Utd.,121.63
909,2011,Birmingham City,58.6
910,2011,Leicester City,47.38
911,2011,Notting. Forest,43.95
912,2011,Doncaster Rov.,41.13
913,2011,Ipswich Town,36.63
914,2011,Middlesbrough,35.93
915,2011,Blackpool,35.88
916,2011,Bristol City,34.53
917,2011,Leeds United,33.9
918,2011,FC Burnley,32.65
919,2011,Cardiff City,32.05
920,2011,FC Portsmouth,31.9
921,2011,Hull City,29.13
922,2011,FC Reading,27.65
923,2011,Crystal Palace,25.88
924,2011,FC Southampton,25.88
925,2011,FC Watford,22.5
926,2011,Brighton & Hove,19.48
927,2011,FC Barnsley,17.48
928,2011,FC Millwall,16.75
929,2011,Derby County,16.05
930,2011,Coventry City,12.23
931,2011,Peterborough,8.75
932,2012,Wolverhampton,88.3
933,2012,Blackburn Rov.,71.65
934,2012,Bolton Wand.,66.2
935,2012,Notting. Forest,44.8
936,2012,Cardiff City,41.2
937,2012,Sheff Wed,37.53
938,2012,Middlesbrough,37.4
939,2012,Leeds United,35.85
940,2012,Hull City,33.65
941,2012,Ipswich Town,32.5
942,2012,Birmingham City,31.1
943,2012,Brighton & Hove,30.3
944,2012,Leicester City,29.8
945,2012,Blackpool,28.78
946,2012,Bristol City,26.55
947,2012,Crystal Palace,25.73
948,2012,FC Watford,25.48
949,2012,FC Burnley,21.85
950,2012,Huddersfield,21.15
951,2012,FC Millwall,19.9
952,2012,Charlton Athl.,14.18
953,2012,FC Barnsley,13.4
954,2012,Derby County,12.3
955,2012,Peterborough,10.05
956,2013,QPR,123.9
957,2013,Wigan Athletic,91.2
958,2013,Bolton Wand.,54.05
959,2013,Notting. Forest,49.58
960,2013,FC Reading,49.1
961,2013,FC Watford,46.75
962,2013,Blackburn Rov.,43.35
963,2013,Middlesbrough,37.3
964,2013,Blackpool,35.23
965,2013,Leeds United,34.88
966,2013,Leicester City,32.35
967,2013,Sheff Wed,31.65
968,2013,Brighton & Hove,29.88
969,2013,FC Millwall,29.03
970,2013,FC Barnsley,27.58
971,2013,FC Burnley,23.03
972,2013,Derby County,20.5
973,2013,Birmingham City,20.23
974,2013,Doncaster Rov.,19.0
975,2013,Ipswich Town,18.53
976,2013,Charlton Athl.,17.45
977,2013,Bournemouth,16.75
978,2013,Huddersfield,14.75
979,2013,Yeovil Town,11.88
980,2014,Norwich City,82.35
981,2014,Cardiff City,70.03
982,2014,Wigan Athletic,68.95
983,2014,Derby County,52.75
984,2014,Bolton Wand.,49.1
985,2014,FC Watford,47.6
986,2014,Notting. Forest,46.4
987,2014,Middlesbrough,44.78
988,2014,FC Fulham,43.25
989,2014,FC Reading,42.3
990,2014,Blackburn Rov.,40.45
991,2014,Brighton & Hove,39.4
992,2014,Leeds United,31.95
993,2014,Charlton Athl.,31.7
994,2014,Wolverhampton,26.38
995,2014,Ipswich Town,24.55
996,2014,Blackpool,24.13
997,2014,Rotherham Utd.,23.8
998,2014,Huddersfield,23.1
999,2014,FC Millwall,22.93
1000,2014,Bournemouth,21.9
1001,2014,Sheff Wed,18.35
1002,2014,Birmingham City,17.33
1003,2014,Brentford,13.6
1004,2015,Hull City,76.68
1005,2015,Middlesbrough,72.33
1006,2015,QPR,70.7
1007,2015,Cardiff City,54.6
1008,2015,Derby County,52.6
1009,2015,Notting. Forest,49.25
1010,2015,Sheff Wed,44.55
1011,2015,FC Burnley,44.0
1012,2015,FC Reading,42.98
1013,2015,Blackburn Rov.,42.5
1014,2015,FC Fulham,38.1
1015,2015,Brighton & Hove,34.15
1016,2015,Charlton Athl.,32.45
1017,2015,Wolverhampton,29.7
1018,2015,Leeds United,28.0
1019,2015,Birmingham City,26.33
1020,2015,Brentford,25.33
1021,2015,Bristol City,24.5
1022,2015,Rotherham Utd.,23.43
1023,2015,Ipswich Town,23.33
1024,2015,Huddersfield,22.75
1025,2015,Bolton Wand.,20.43
1026,2015,MK Dons,12.55
1027,2015,Preston NE,12.35
1028,2016,Newcastle Utd.,168.65
1029,2016,Aston Villa,126.35
1030,2016,Norwich City,81.75
1031,2016,Derby County,72.8
1032,2016,Sheff Wed,63.55
1033,2016,FC Fulham,57.5
1034,2016,Wolverhampton,52.4
1035,2016,Notting. Forest,51.45
1036,2016,Cardiff City,50.45
1037,2016,QPR,49.4
1038,2016,Brighton & Hove,44.0
1039,2016,FC Reading,41.65
1040,2016,Leeds United,32.35
1041,2016,Birmingham City,29.75
1042,2016,Wigan Athletic,29.03
1043,2016,Blackburn Rov.,26.65
1044,2016,Bristol City,23.9
1045,2016,Brentford,23.4
1046,2016,Ipswich Town,23.23
1047,2016,Preston NE,20.35
1048,2016,Huddersfield,19.0
1049,2016,Rotherham Utd.,16.95
1050,2016,Burton Albion,16.63
1051,2016,FC Barnsley,8.98
1052,2017,Aston Villa,105.5
1053,2017,Middlesbrough,91.5
1054,2017,Wolverhampton,86.85
1055,2017,AFC Sunderland,78.75
1056,2017,FC Fulham,72.4
1057,2017,Derby County,71.18
1058,2017,Sheff Wed,70.13
1059,2017,Norwich City,59.85
1060,2017,Hull City,59.25
1061,2017,Leeds United,54.95
1062,2017,Cardiff City,48.45
1063,2017,FC Reading,47.4
1064,2017,Notting. Forest,47.35
1065,2017,Birmingham City,43.05
1066,2017,QPR,38.05
1067,2017,Brentford,31.2
1068,2017,Bolton Wand.,29.95
1069,2017,Bristol City,28.5
1070,2017,Ipswich Town,23.55
1071,2017,Burton Albion,16.55
1072,2017,FC Millwall,15.53
1073,2017,FC Barnsley,15.3
1074,2017,Sheffield Utd.,15.18
1075,2017,Preston NE,11.25
1076,2018,Stoke City,148.75
1077,2018,Aston Villa,109.75
1078,2018,West Brom,108.2
1079,2018,Middlesbrough,86.2
1080,2018,Swansea City,65.35
1081,2018,Notting. Forest,64.5
1082,2018,Leeds United,64.1
1083,2018,Derby County,62.6
1084,2018,Brentford,51.1
1085,2018,FC Reading,48.05
1086,2018,Sheff Wed,47.75
1087,2018,Hull City,45.85
1088,2018,Norwich City,45.78
1089,2018,Bristol City,40.15
1090,2018,QPR,36.9
1091,2018,Sheffield Utd.,32.7
1092,2018,Birmingham City,27.75
1093,2018,Blackburn Rov.,25.75
1094,2018,Wigan Athletic,24.3
1095,2018,Bolton Wand.,20.9
1096,2018,Ipswich Town,20.25
1097,2018,FC Millwall,16.1
1098,2018,Preston NE,15.55
1099,2018,Rotherham Utd.,7.25
1100,2008,Leicester City,15.3
1101,2008,Leeds United,14.28
1102,2008,FC Millwall,10.43
1103,2008,Carlisle United,9.73
1104,2008,Brighton & Hove,9.38
1105,2008,Huddersfield,8.05
1106,2008,Colchester Utd.,6.15
1107,2008,Oldham Athletic,6.0
1108,2008,Southend United,5.4
1109,2008,Scunthorpe Utd.,5.3
1110,2008,Swindon Town,5.13
1111,2008,Leyton Orient,4.25
1112,2008,Crewe Alexandra,3.8
1113,2008,Hartlepool Utd.,3.63
1114,2008,Hereford Utd.,3.38
1115,2008,Yeovil Town,3.33
1116,2008,MK Dons,3.33
1117,2008,Tranmere Rovers,2.73
1118,2008,FC Walsall,2.7
1119,2008,Northampt. Town,2.68
1120,2008,Cheltenham Town,2.38
1121,2008,Peterborough,1.98
1122,2008,Bristol Rovers,1.93
1123,2008,Stockport,1.65
1124,2009,Leeds United,21.93
1125,2009,FC Southampton,19.63
1126,2009,Norwich City,19.28
1127,2009,Charlton Athl.,18.58
1128,2009,Colchester Utd.,13.83
1129,2009,Brighton & Hove,13.0
1130,2009,MK Dons,9.6
1131,2009,Wycombe Wand.,9.4
1132,2009,Oldham Athletic,9.38
1133,2009,Leyton Orient,9.1
1134,2009,Carlisle United,8.5
1135,2009,Swindon Town,6.7
1136,2009,Southend United,6.55
1137,2009,Exeter City,6.5
1138,2009,FC Millwall,6.2
1139,2009,FC Walsall,5.63
1140,2009,Tranmere Rovers,5.6
1141,2009,Bristol Rovers,5.25
1142,2009,Huddersfield,4.88
1143,2009,Yeovil Town,4.85
1144,2009,Brentford,3.95
1145,2009,Stockport,3.58
1146,2009,FC Gillingham,3.58
1147,2009,Hartlepool Utd.,2.75
1148,2010,Sheff Wed,23.08
1149,2010,Huddersfield,19.2
1150,2010,FC Southampton,17.83
1151,2010,Notts County,16.8
1152,2010,Charlton Athl.,15.95
1153,2010,Plymouth Argyle,15.73
1154,2010,Brentford,11.25
1155,2010,Peterborough,10.95
1156,2010,MK Dons,10.73
1157,2010,Carlisle United,10.33
1158,2010,FC Walsall,9.03
1159,2010,Bristol Rovers,9.0
1160,2010,Brighton & Hove,8.5
1161,2010,Colchester Utd.,8.18
1162,2010,Leyton Orient,8.05
1163,2010,Yeovil Town,7.68
1164,2010,Swindon Town,7.43
1165,2010,Oldham Athletic,6.63
1166,2010,Exeter City,5.78
1167,2010,Tranmere Rovers,5.05
1168,2010,Hartlepool Utd.,4.85
1169,2010,Bournemouth,4.85
1170,2010,AFC Rochdale,4.65
1171,2010,FC Dag & Red,4.08
1172,2011,Sheffield Utd.,22.8
1173,2011,Sheff Wed,20.33
1174,2011,Preston NE,17.28
1175,2011,Charlton Athl.,15.25
1176,2011,Huddersfield,12.88
1177,2011,MK Dons,12.45
1178,2011,Leyton Orient,11.7
1179,2011,Notts County,11.43
1180,2011,Wycombe Wand.,11.1
1181,2011,Yeovil Town,10.68
1182,2011,Brentford,9.65
1183,2011,Colchester Utd.,9.53
1184,2011,Exeter City,8.95
1185,2011,AFC Rochdale,8.83
1186,2011,FC Chesterfield,8.75
1187,2011,Bournemouth,7.58
1188,2011,Carlisle United,7.5
1189,2011,FC Walsall,6.58
1190,2011,Scunthorpe Utd.,6.5
1191,2011,Oldham Athletic,5.08
1192,2011,Hartlepool Utd.,5.03
1193,2011,FC Stevenage,4.93
1194,2011,Bury,4.03
1195,2011,Tranmere Rovers,3.0
1196,2012,Sheffield Utd.,15.3
1197,2012,FC Portsmouth,14.58
1198,2012,Coventry City,10.75
1199,2012,Doncaster Rov.,9.63
1200,2012,Bury,9.63
1201,2012,Bournemouth,9.15
1202,2012,MK Dons,8.98
1203,2012,Oldham Athletic,7.98
1204,2012,Preston NE,7.9
1205,2012,Shrewsbury Town,7.75
1206,2012,Colchester Utd.,7.43
1207,2012,Leyton Orient,7.28
1208,2012,Swindon Town,7.08
1209,2012,FC Stevenage,7.05
1210,2012,Scunthorpe Utd.,6.9
1211,2012,Brentford,6.68
1212,2012,Notts County,6.4
1213,2012,Yeovil Town,6.18
1214,2012,Crawley Town,6.0
1215,2012,Carlisle United,5.3
1216,2012,Hartlepool Utd.,4.3
1217,2012,FC Walsall,3.73
1218,2012,Tranmere Rovers,2.4
1219,2012,Crewe Alexandra,1.95
1220,2013,Wolverhampton,35.0
1221,2013,Bristol City,19.1
1222,2013,Sheffield Utd.,13.98
1223,2013,Rotherham Utd.,10.53
1224,2013,Coventry City,10.05
1225,2013,Peterborough,9.78
1226,2013,Bradford City,9.45
1227,2013,Preston NE,8.58
1228,2013,Notts County,7.63
1229,2013,Oldham Athletic,7.6
1230,2013,Brentford,6.95
1231,2013,MK Dons,6.75
1232,2013,Leyton Orient,6.73
1233,2013,Carlisle United,6.53
1234,2013,FC Stevenage,6.05
1235,2013,Crawley Town,5.75
1236,2013,Shrewsbury Town,5.55
1237,2013,Tranmere Rovers,5.43
1238,2013,Colchester Utd.,5.08
1239,2013,Swindon Town,4.93
1240,2013,FC Gillingham,4.68
1241,2013,Port Vale,3.83
1242,2013,FC Walsall,3.78
1243,2013,Crewe Alexandra,3.18
1244,2014,Sheffield Utd.,15.38
1245,2014,Leyton Orient,12.15
1246,2014,Bristol City,10.6
1247,2014,Yeovil Town,9.38
1248,2014,Coventry City,9.38
1249,2014,Peterborough,9.08
1250,2014,FC Barnsley,8.98
1251,2014,Oldham Athletic,8.95
1252,2014,Bradford City,8.9
1253,2014,Scunthorpe Utd.,8.85
1254,2014,Preston NE,8.65
1255,2014,Colchester Utd.,7.5
1256,2014,MK Dons,7.35
1257,2014,Crawley Town,6.98
1258,2014,Doncaster Rov.,6.95
1259,2014,Notts County,6.53
1260,2014,Port Vale,6.5
1261,2014,Crewe Alexandra,5.78
1262,2014,FC Chesterfield,5.63
1263,2014,Fleetwood Town,5.43
1264,2014,AFC Rochdale,4.65
1265,2014,Swindon Town,4.0
1266,2014,FC Walsall,3.73
1267,2014,FC Gillingham,3.05
1268,2015,Wigan Athletic,17.2
1269,2015,Sheffield Utd.,14.85
1270,2015,Coventry City,14.1
1271,2015,FC Millwall,9.5
1272,2015,Bradford City,9.3
1273,2015,Oldham Athletic,8.68
1274,2015,Peterborough,8.03
1275,2015,Colchester Utd.,7.68
1276,2015,Doncaster Rov.,7.2
1277,2015,Bury,7.18
1278,2015,FC Chesterfield,6.73
1279,2015,Scunthorpe Utd.,6.53
1280,2015,Fleetwood Town,6.48
1281,2015,Shrewsbury Town,6.48
1282,2015,Southend United,5.75
1283,2015,Swindon Town,5.6
1284,2015,FC Barnsley,5.48
1285,2015,AFC Rochdale,4.83
1286,2015,Burton Albion,4.46
1287,2015,FC Walsall,4.23
1288,2015,Blackpool,4.06
1289,2015,Port Vale,3.85
1290,2015,FC Gillingham,3.73
1291,2015,Crewe Alexandra,3.58
1292,2016,Bolton Wand.,23.3
1293,2016,Charlton Athl.,18.3
1294,2016,Bury,9.85
1295,2016,Sheffield Utd.,9.65
1296,2016,MK Dons,8.5
1297,2016,FC Gillingham,8.18
1298,2016,Coventry City,7.88
1299,2016,Port Vale,7.85
1300,2016,Northampt. Town,7.23
1301,2016,FC Millwall,7.18
1302,2016,Southend United,6.98
1303,2016,Peterborough,6.68
1304,2016,Scunthorpe Utd.,6.65
1305,2016,Bradford City,6.63
1306,2016,Swindon Town,6.48
1307,2016,Oldham Athletic,5.98
1308,2016,Fleetwood Town,5.58
1309,2016,Shrewsbury Town,5.38
1310,2016,Oxford United,4.8
1311,2016,AFC Rochdale,4.18
1312,2016,FC Chesterfield,3.9
1313,2016,FC Walsall,3.88
1314,2016,AFC Wimbledon,3.48
1315,2016,Bristol Rovers,2.9
1316,2017,Blackburn Rov.,18.5
1317,2017,Wigan Athletic,15.85
1318,2017,Charlton Athl.,12.4
1319,2017,MK Dons,11.83
1320,2017,Northampt. Town,11.1
1321,2017,Oxford United,10.18
1322,2017,Oldham Athletic,10.05
1323,2017,Bury,9.23
1324,2017,Scunthorpe Utd.,8.6
1325,2017,Southend United,7.53
1326,2017,Rotherham Utd.,7.33
1327,2017,Plymouth Argyle,7.28
1328,2017,Fleetwood Town,6.53
1329,2017,FC Portsmouth,6.33
1330,2017,Peterborough,5.68
1331,2017,Bradford City,5.6
1332,2017,Blackpool,5.5
1333,2017,AFC Rochdale,5.35
1334,2017,AFC Wimbledon,5.13
1335,2017,FC Gillingham,4.43
1336,2017,Bristol Rovers,3.55
1337,2017,Doncaster Rov.,3.55
1338,2017,FC Walsall,3.25
1339,2017,Shrewsbury Town,2.95
1340,2018,AFC Sunderland,23.2
1341,2018,Charlton Athl.,11.65
1342,2018,FC Barnsley,10.55
1343,2018,Scunthorpe Utd.,9.55
1344,2018,Fleetwood Town,9.45
1345,2018,FC Portsmouth,6.9
1346,2018,Burton Albion,6.75
1347,2018,Oxford United,6.7
1348,2018,Peterborough,6.6
1349,2018,Southend United,6.28
1350,2018,AFC Rochdale,6.2
1351,2018,Plymouth Argyle,5.95
1352,2018,Bradford City,5.35
1353,2018,Blackpool,5.25
1354,2018,Luton Town,4.93
1355,2018,Wycombe Wand.,4.33
1356,2018,FC Walsall,4.15
1357,2018,Bristol Rovers,4.08
1358,2018,Shrewsbury Town,3.88
1359,2018,Coventry City,3.43
1360,2018,Doncaster Rov.,3.2
1361,2018,AFC Wimbledon,3.13
1362,2018,FC Gillingham,2.85
1363,2018,Accrington St.,1.88
1364,2008,FC Barcelona,367.3
1365,2008,Real Madrid,361.3
1366,2008,FC Valencia,198.5
1367,2008,Atlético Madrid,193.8
1368,2008,FC Sevilla,170.1
1369,2008,FC Villarreal,131.3
1370,2008,Esp. Barcelona,111.7
1371,2008,Betis Sevilla,93.1
1372,2008,CA Osasuna,67.85
1373,2008,Rac. Santander,66.9
1374,2008,RCD Mallorca,64.7
1375,2008,Dep. La Coruna,62.8
1376,2008,FC Getafe,62.7
1377,2008,Athletic,59.9
1378,2008,UD Almería,59.35
1379,2008,Recr. Huelva,46.68
1380,2008,Real Valladolid,44.4
1381,2008,FC Málaga,39.65
1382,2008,CD Numancia,28.1
1383,2008,Sporting Gijón,19.7
1384,2009,Real Madrid,489.4
1385,2009,FC Barcelona,425.5
1386,2009,FC Sevilla,213.8
1387,2009,FC Valencia,213.8
1388,2009,Atlético Madrid,210.4
1389,2009,FC Villarreal,166.7
1390,2009,Real Saragossa,87.5
1391,2009,Rac. Santander,78.7
1392,2009,Athletic,76.35
1393,2009,Esp. Barcelona,73.7
1394,2009,FC Getafe,73.5
1395,2009,UD Almería,64.4
1396,2009,Dep. La Coruna,62.5
1397,2009,FC Málaga,60.8
1398,2009,CA Osasuna,54.8
1399,2009,RCD Mallorca,51.1
1400,2009,Real Valladolid,49.9
1401,2009,Sporting Gijón,42.7
1402,2009,Deportivo Xerez,32.5
1403,2009,CD Teneriffa,21.6
1404,2010,FC Barcelona,561.1
1405,2010,Real Madrid,506.9
1406,2010,FC Sevilla,225.15
1407,2010,Atlético Madrid,196.6
1408,2010,FC Valencia,178.1
1409,2010,FC Villarreal,145.1
1410,2010,Athletic,98.3
1411,2010,FC Málaga,82.6
1412,2010,Dep. La Coruna,74.35
1413,2010,FC Getafe,68.6
1414,2010,Real Saragossa,67.0
1415,2010,CA Osasuna,66.55
1416,2010,UD Almería,64.35
1417,2010,Rac. Santander,62.35
1418,2010,Hércules,61.55
1419,2010,Esp. Barcelona,61.1
1420,2010,Sporting Gijón,57.6
1421,2010,RCD Mallorca,54.23
1422,2010,Real Sociedad,43.5
1423,2010,UD Levante,27.3
1424,2011,FC Barcelona,621.5
1425,2011,Real Madrid,525.2
1426,2011,Atlético Madrid,202.1
1427,2011,FC Valencia,169.9
1428,2011,FC Villarreal,150.15
1429,2011,FC Sevilla,145.5
1430,2011,FC Málaga,128.2
1431,2011,Athletic,114.7
1432,2011,FC Getafe,79.5
1433,2011,Esp. Barcelona,74.6
1434,2011,Real Saragossa,72.5
1435,2011,Real Sociedad,70.0
1436,2011,RCD Mallorca,61.1
1437,2011,FC Granada,51.7
1438,2011,Sporting Gijón,49.75
1439,2011,Betis Sevilla,46.7
1440,2011,Rac. Santander,43.6
1441,2011,UD Levante,41.6
1442,2011,CA Osasuna,40.35
1443,2011,Rayo Vallecano,34.0
1444,2012,FC Barcelona,621.0
1445,2012,Real Madrid,593.5
1446,2012,Atlético Madrid,177.5
1447,2012,FC Valencia,171.2
1448,2012,FC Sevilla,134.1
1449,2012,Athletic,117.6
1450,2012,FC Málaga,111.3
1451,2012,FC Granada,77.7
1452,2012,FC Getafe,70.7
