,Saison,Team,Wert
2209,2015,Calcio Como,19.85
2210,2015,Novara Calcio,18.4
2211,2015,Avellino,17.78
2212,2015,Virtus Lanciano,15.2
2213,2015,Ascoli Picchio,15.13
2214,2015,US Salernitana,14.8
2215,2015,Ternana,14.2
2216,2015,Modena,13.65
2217,2015,Pro Vercelli,13.38
2218,2015,Trapani Calcio,10.43
2219,2015,Virtus Entella,10.33
2220,2015,FC Crotone,9.85
2221,2015,Brescia,7.4
2222,2016,Hellas Verona,39.18
2223,2016,Bari,31.08
2224,2016,Carpi,29.8
2225,2016,Frosinone Calc.,27.78
2226,2016,Spezia Calcio,23.65
2227,2016,Novara Calcio,23.05
2228,2016,Cesena,21.95
2229,2016,Ternana,20.45
2230,2016,Vicenza,19.55
2231,2016,Brescia,18.65
2232,2016,AC Perugia,17.88
2233,2016,Trapani Calcio,17.08
2234,2016,Avellino,16.85
2235,2016,US Salernitana,16.73
2236,2016,Latina Calcio,16.28
2237,2016,Virtus Entella,15.3
2238,2016,Benevento,15.08
2239,2016,SPAL,13.85
2240,2016,Pro Vercelli,11.78
2241,2016,AC Pisa,11.25
2242,2016,Ascoli Picchio,10.5
2243,2016,AS Cittadella,7.6
2244,2017,US Palermo,31.48
2245,2017,Frosinone Calc.,29.08
2246,2017,FC Empoli,28.15
2247,2017,Delfino Pescara,27.05
2248,2017,Bari,25.88
2249,2017,AC Perugia,23.13
2250,2017,Spezia Calcio,21.23
2251,2017,Parma Calcio,21.0
2252,2017,Virtus Entella,19.58
2253,2017,Carpi,19.28
2254,2017,Cremonese,19.08
2255,2017,Brescia Calcio,18.98
2256,2017,Novara Calcio,18.98
2257,2017,US Salernitana,17.93
2258,2017,Cesena,15.58
2259,2017,Pro Vercelli,15.28
2260,2017,Avellino,13.9
2261,2017,AS Cittadella,13.65
2262,2017,Ascoli Picchio,13.33
2263,2017,Foggia,13.18
2264,2017,Venezia,9.9
2265,2017,Ternana U.,9.58
2266,2018,US Palermo,28.83
2267,2018,FC Crotone,27.33
2268,2018,Brescia Calcio,26.9
2269,2018,Hellas Verona,23.75
2270,2018,AC Perugia,22.38
2271,2018,Benevento,21.7
2272,2018,Delfino Pescara,17.25
2273,2018,US Salernitana,15.83
2274,2018,Cremonese,15.23
2275,2018,Foggia,14.9
2276,2018,Ascoli,14.43
2277,2018,Spezia Calcio,14.13
2278,2018,US Lecce,13.83
2279,2018,Venezia,13.38
2280,2018,Carpi,12.05
2281,2018,AS Cittadella,10.2
2282,2018,AS Livorno,9.15
2283,2018,Calcio Padova,8.48
2284,2018,Cosenza,7.93
2285,2008,Olympique Lyon,208.4
2286,2008,Ol. Marseille,118.7
2287,2008,G. Bordeaux,98.8
2288,2008,AS St.-Étienne,85.65
2289,2008,Paris SG,75.0
2290,2008,LOSC Lille,61.05
2291,2008,Stade Rennes,60.6
2292,2008,AS Nancy,53.2
2293,2008,AJ Auxerre,52.55
2294,2008,AS Monaco,48.85
2295,2008,OGC Nizza,46.75
2296,2008,FC Toulouse,44.55
2297,2008,FC Lorient,43.95
2298,2008,Valenciennes FC,43.75
2299,2008,FC Sochaux,37.3
2300,2008,FC Nantes,36.4
2301,2008,AC Le Havre,31.8
2302,2008,SM Caen,31.25
2303,2008,Le Mans UC 72,30.75
2304,2008,Grenoble,27.0
2305,2009,Olympique Lyon,175.85
2306,2009,Ol. Marseille,159.0
2307,2009,G. Bordeaux,123.0
2308,2009,Paris SG,92.15
2309,2009,LOSC Lille,82.3
2310,2009,AS St.-Étienne,80.9
2311,2009,Stade Rennes,78.15
2312,2009,AS Monaco,75.85
2313,2009,FC Toulouse,69.05
2314,2009,OGC Nizza,56.6
2315,2009,AS Nancy,54.3
2316,2009,AJ Auxerre,52.0
2317,2009,Le Mans UC 72,51.8
2318,2009,Valenciennes FC,48.43
2319,2009,FC Lorient,42.7
2320,2009,RC Lens,41.35
2321,2009,FC Sochaux,40.4
2322,2009,Grenoble,35.9
2323,2009,HSC Montpellier,31.55
2324,2009,US Boulogne,29.05
2325,2010,Olympique Lyon,210.3
2326,2010,Ol. Marseille,179.95
2327,2010,G. Bordeaux,146.4
2328,2010,Paris SG,106.75
2329,2010,LOSC Lille,101.25
2330,2010,AS Monaco,94.25
2331,2010,Stade Rennes,89.0
2332,2010,FC Toulouse,80.68
2333,2010,AS St.-Étienne,71.85
2334,2010,OGC Nizza,64.0
2335,2010,AJ Auxerre,62.15
2336,2010,AS Nancy,58.7
2337,2010,Valenciennes FC,53.53
2338,2010,FC Lorient,49.85
2339,2010,RC Lens,47.98
2340,2010,HSC Montpellier,47.98
2341,2010,FC Sochaux,44.25
2342,2010,AC Arles,28.2
2343,2010,Stade Brest 29,24.45
2344,2010,SM Caen,24.1
2345,2011,Paris SG,223.1
2346,2011,Olympique Lyon,171.0
2347,2011,Ol. Marseille,160.8
2348,2011,LOSC Lille,132.95
2349,2011,Stade Rennes,91.45
2350,2011,G. Bordeaux,88.9
2351,2011,AS St.-Étienne,76.75
2352,2011,FC Toulouse,74.25
2353,2011,FC Sochaux,56.05
2354,2011,AS Nancy,54.45
2355,2011,OGC Nizza,50.8
2356,2011,FC Lorient,48.85
2357,2011,HSC Montpellier,48.7
2358,2011,Valenciennes FC,47.25
2359,2011,AJ Auxerre,46.85
2360,2011,Stade Brest 29,40.85
2361,2011,FC Évian,34.95
2362,2011,AC Ajaccio,27.05
2363,2011,SM Caen,26.75
2364,2011,FCO Dijon,24.3
2365,2012,Paris SG,332.85
2366,2012,Olympique Lyon,155.9
2367,2012,Ol. Marseille,146.95
2368,2012,LOSC Lille,105.2
2369,2012,Stade Rennes,98.6
2370,2012,HSC Montpellier,83.4
2371,2012,AS St.-Étienne,82.9
2372,2012,G. Bordeaux,78.78
2373,2012,FC Toulouse,73.55
2374,2012,FC Lorient,57.5
2375,2012,Valenciennes FC,48.15
2376,2012,FC Sochaux,48.1
2377,2012,OGC Nizza,41.95
2378,2012,FC Évian,39.7
2379,2012,AC Ajaccio,38.8
2380,2012,Stade Brest 29,37.85
2381,2012,AS Nancy,33.3
2382,2012,SC Bastia,32.7
2383,2012,Stade Reims,22.45
2384,2012,ES Troyes AC,19.95
2385,2013,Paris SG,370.9
2386,2013,AS Monaco,234.2
2387,2013,Ol. Marseille,140.15
2388,2013,Olympique Lyon,112.25
2389,2013,AS St.-Étienne,105.7
2390,2013,Stade Rennes,101.15
2391,2013,LOSC Lille,75.2
2392,2013,G. Bordeaux,63.35
2393,2013,FC Toulouse,60.9
2394,2013,FC Sochaux,59.7
2395,2013,OGC Nizza,56.8
2396,2013,HSC Montpellier,56.8
2397,2013,FC Lorient,53.7
2398,2013,Valenciennes FC,40.45
2399,2013,SC Bastia,39.75
2400,2013,FC Évian,35.95
2401,2013,Stade Reims,33.4
2402,2013,AC Ajaccio,31.03
2403,2013,FC Nantes,28.78
2404,2013,EA Guingamp,18.2
2405,2014,Paris SG,386.0
2406,2014,AS Monaco,194.75
2407,2014,Ol. Marseille,144.55
2408,2014,Olympique Lyon,92.85
2409,2014,AS St.-Étienne,84.8
2410,2014,LOSC Lille,75.55
2411,2014,G. Bordeaux,63.15
2412,2014,Stade Rennes,61.5
2413,2014,FC Lorient,52.25
2414,2014,FC Toulouse,51.55
2415,2014,OGC Nizza,48.9
2416,2014,Stade Reims,42.25
2417,2014,HSC Montpellier,41.3
2418,2014,FC Évian,38.15
2419,2014,SC Bastia,31.75
2420,2014,FC Nantes,31.2
2421,2014,EA Guingamp,29.08
2422,2014,FC Metz,21.5
2423,2014,SM Caen,19.2
2424,2014,RC Lens,13.75
2425,2015,Paris SG,433.3
2426,2015,Olympique Lyon,171.45
2427,2015,AS Monaco,152.75
2428,2015,Ol. Marseille,143.85
2429,2015,AS St.-Étienne,95.55
2430,2015,G. Bordeaux,80.8
2431,2015,Stade Rennes,79.03
2432,2015,LOSC Lille,65.6
2433,2015,OGC Nizza,49.7
2434,2015,FC Lorient,49.35
2435,2015,HSC Montpellier,46.75
2436,2015,Stade Reims,45.5
2437,2015,FC Toulouse,40.8
2438,2015,FC Nantes,37.15
2439,2015,EA Guingamp,31.3
2440,2015,SM Caen,28.25
2441,2015,ES Troyes AC,26.95
2442,2015,SC Bastia,20.85
2443,2015,SCO Angers,20.6
2444,2015,GFC Ajaccio,13.9
2445,2016,Paris SG,502.05
2446,2016,AS Monaco,190.45
2447,2016,Olympique Lyon,179.2
2448,2016,Ol. Marseille,109.4
2449,2016,AS St.-Étienne,85.4
2450,2016,G. Bordeaux,80.55
2451,2016,LOSC Lille,74.38
2452,2016,Stade Rennes,73.5
2453,2016,OGC Nizza,65.85
2454,2016,FC Lorient,49.65
2455,2016,FC Toulouse,49.2
2456,2016,FC Nantes,40.45
2457,2016,HSC Montpellier,36.15
2458,2016,SC Bastia,35.05
2459,2016,SM Caen,34.4
2460,2016,SCO Angers,34.25
2461,2016,EA Guingamp,33.2
2462,2016,FC Metz,26.68
2463,2016,FCO Dijon,21.0
2464,2016,AS Nancy,20.9
2465,2017,Paris SG,581.1
2466,2017,AS Monaco,291.8
2467,2017,Ol. Marseille,162.15
2468,2017,OGC Nizza,135.6
2469,2017,Olympique Lyon,131.25
2470,2017,AS St.-Étienne,102.83
2471,2017,G. Bordeaux,97.2
2472,2017,FC Toulouse,79.2
2473,2017,Stade Rennes,56.05
2474,2017,FC Nantes,52.2
2475,2017,EA Guingamp,45.15
2476,2017,SCO Angers,44.25
2477,2017,LOSC Lille,43.49
2478,2017,FC Metz,43.05
2479,2017,SM Caen,38.05
2480,2017,HSC Montpellier,36.55
2481,2017,FCO Dijon,35.6
2482,2017,SC Amiens,27.4
2483,2017,ES Troyes AC,25.7
2484,2017,R. Straßburg,20.55
2485,2018,Paris SG,867.65
2486,2018,Olympique Lyon,373.4
2487,2018,AS Monaco,295.9
2488,2018,Ol. Marseille,272.3
2489,2018,OGC Nizza,141.35
2490,2018,LOSC Lille,128.55
2491,2018,Stade Rennes,124.7
2492,2018,G. Bordeaux,120.75
2493,2018,FC Nantes,108.8
2494,2018,AS St.-Étienne,86.5
2495,2018,FC Toulouse,80.3
2496,2018,FCO Dijon,71.35
2497,2018,HSC Montpellier,65.45
2498,2018,R. Straßburg,65.0
2499,2018,SM Caen,59.7
2500,2018,Nîmes Olympique,59.6
2501,2018,SC Amiens,53.1
2502,2018,SCO Angers,52.6
2503,2018,EA Guingamp,48.45
2504,2018,Stade Reims,43.75
2505,2008,RC Lens,45.45
2506,2008,R. Straßburg,25.2
2507,2008,Stade Reims,20.23
2508,2008,ES Troyes AC,19.1
2509,2008,HSC Montpellier,19.0
2510,2008,FC Metz,18.95
2511,2008,EA Guingamp,18.05
2512,2008,SC Bastia,15.8
2513,2008,Stade Brest 29,14.6
2514,2008,SCO Angers,13.65
2515,2008,LB Châteauroux,13.2
2516,2008,CS Sedan,13.05
2517,2008,Clermont Foot,12.95
2518,2008,SC Amiens,12.5
2519,2008,AC Ajaccio,12.0
2520,2008,OC Vannes,12.0
2521,2008,FCO Dijon,11.95
2522,2008,US Boulogne,11.8
2523,2008,FC Tours,11.65
2524,2008,Nîmes Olympique,6.25
2525,2009,FC Nantes,41.03
2526,2009,SM Caen,26.0
2527,2009,R. Straßburg,24.5
2528,2009,FC Metz,23.75
2529,2009,AC Le Havre,23.2
2530,2009,Stade Brest 29,16.45
2531,2009,EA Guingamp,16.2
2532,2009,SCO Angers,15.95
2533,2009,CS Sedan,14.75
2534,2009,FC Tours,13.75
2535,2009,SC Bastia,13.7
2536,2009,FCO Dijon,13.6
2537,2009,LB Châteauroux,13.25
2538,2009,OC Vannes,13.05
2539,2009,AC Ajaccio,12.95
2540,2009,AC Arles,11.05
2541,2009,Nîmes Olympique,11.03
2542,2009,Clermont Foot,9.85
2543,2009,FC Istres,7.73
2544,2009,Stade Laval,6.0
2545,2010,Le Mans,27.95
2546,2010,FC Nantes,23.3
2547,2010,Grenoble,19.38
2548,2010,US Boulogne,17.98
2549,2010,FC Tours,15.08
2550,2010,AC Le Havre,15.0
2551,2010,FC Metz,14.23
2552,2010,LB Châteauroux,13.85
2553,2010,OC Vannes,13.5
2554,2010,CS Sedan,13.05
2555,2010,SCO Angers,12.7
2556,2010,Nîmes Olympique,12.25
2557,2010,FC Évian,11.6
2558,2010,ES Troyes AC,11.55
2559,2010,Stade Laval,9.9
2560,2010,FCO Dijon,9.25
2561,2010,Stade Reims,9.05
2562,2010,Clermont Foot,8.75
2563,2010,FC Istres,8.4
2564,2010,AC Ajaccio,7.85
2565,2011,AS Monaco,45.95
2566,2011,RC Lens,26.1
2567,2011,FC Nantes,18.3
2568,2011,AC Le Havre,14.9
2569,2011,AC Arles,14.6
2570,2011,CS Sedan,12.9
2571,2011,FC Metz,12.58
2572,2011,US Boulogne,12.45
2573,2011,Le Mans,12.15
2574,2011,FC Tours,11.75
2575,2011,EA Guingamp,11.55
2576,2011,ES Troyes AC,9.95
2577,2011,SCO Angers,9.65
2578,2011,LB Châteauroux,9.4
2579,2011,Stade Reims,9.3
2580,2011,Clermont Foot,9.13
2581,2011,FC Istres,8.55
2582,2011,Stade Laval,7.1
2583,2011,SC Amiens,6.65
2584,2011,SC Bastia,6.4
2585,2012,AS Monaco,53.15
2586,2012,AJ Auxerre,29.0
2587,2012,FCO Dijon,24.85
2588,2012,SM Caen,17.0
2589,2012,FC Nantes,14.65
2590,2012,AC Le Havre,14.5
2591,2012,AC Arles,13.33
2592,2012,CS Sedan,13.15
2593,2012,RC Lens,12.15
2594,2012,EA Guingamp,11.85
2595,2012,Clermont Foot,10.8
2596,2012,FC Tours,10.25
2597,2012,Le Mans,10.1
2598,2012,LB Châteauroux,8.9
2599,2012,SCO Angers,8.85
2600,2012,FC Istres,7.7
2601,2012,Stade Laval,7.25
2602,2012,GFC Ajaccio,4.2
2603,2012,Nîmes Olympique,4.0
2604,2012,FC Niort,2.25
2605,2013,AS Nancy,25.15
2606,2013,Stade Brest 29,20.65
2607,2013,FCO Dijon,19.95
2608,2013,ES Troyes AC,16.2
2609,2013,RC Lens,15.95
2610,2013,AC Le Havre,14.55
2611,2013,AJ Auxerre,13.1
2612,2013,SM Caen,12.6
2613,2013,SCO Angers,11.4
2614,2013,AC Arles,10.55
2615,2013,FC Metz,10.35
2616,2013,FC Tours,10.15
2617,2013,LB Châteauroux,9.7
2618,2013,FC Istres,9.35
2619,2013,Stade Laval,8.5
2620,2013,Clermont Foot,7.98
2621,2013,Nîmes Olympique,7.3
2622,2013,FC Niort,6.15
2623,2013,US Créteil,5.25
2624,2013,CA Bastia,3.95
2625,2014,ES Troyes AC,18.9
2626,2014,Stade Brest 29,18.38
2627,2014,AS Nancy,15.75
2628,2014,Valenciennes FC,15.25
2629,2014,AC Arles,14.95
2630,2014,FCO Dijon,14.8
2631,2014,AC Ajaccio,13.35
2632,2014,AJ Auxerre,13.3
2633,2014,FC Sochaux,12.95
2634,2014,SCO Angers,12.2
2635,2014,LB Châteauroux,11.1
2636,2014,AC Le Havre,10.5
2637,2014,FC Tours,9.05
2638,2014,Clermont Foot,9.03
2639,2014,US Créteil,7.75
2640,2014,Stade Laval,7.15
2641,2014,Nîmes Olympique,7.13
2642,2014,GFC Ajaccio,5.5
2643,2014,FC Niort,5.35
2644,2014,US Orléans,3.65
2645,2015,FC Metz,32.5
2646,2015,RC Lens,22.8
2647,2015,FC Sochaux,15.7
2648,2015,AS Nancy,14.15
2649,2015,AC Le Havre,14.1
2650,2015,AJ Auxerre,13.0
2651,2015,Paris FC,12.9
2652,2015,FC Évian,12.7
2653,2015,Stade Brest 29,12.7
2654,2015,FCO Dijon,12.5
2655,2015,Red Star FC,11.5
2656,2015,FC Tours,10.65
2657,2015,Valenciennes FC,10.55
2658,2015,Clermont Foot,9.6
2659,2015,Nîmes Olympique,8.9
2660,2015,AC Ajaccio,8.45
2661,2015,US Créteil,7.55
2662,2015,Stade Laval,6.95
2663,2015,FC Niort,6.9
2664,2015,Bourg-en-Bresse,4.65
2665,2016,Stade Reims,28.9
2666,2016,RC Lens,20.1
2667,2016,AC Le Havre,16.1
2668,2016,AJ Auxerre,15.55
2669,2016,Red Star FC,14.3
2670,2016,GFC Ajaccio,13.7
2671,2016,Stade Brest 29,13.18
2672,2016,FC Sochaux,11.25
2673,2016,ES Troyes AC,10.95
2674,2016,FC Tours,10.45
2675,2016,R. Straßburg,10.0
2676,2016,Stade Laval,9.65
2677,2016,Valenciennes FC,9.3
2678,2016,Clermont Foot,9.15
2679,2016,Nîmes Olympique,8.3
2680,2016,AC Ajaccio,7.9
2681,2016,US Orléans,7.9
2682,2016,FC Niort,6.8
2683,2016,SC Amiens,6.35
2684,2016,Bourg-en-Bresse,5.3
2685,2017,FC Lorient,29.05
2686,2017,RC Lens,26.08
2687,2017,AS Nancy,21.35
2688,2017,AJ Auxerre,18.35
2689,2017,Stade Brest 29,17.75
2690,2017,FC Tours,17.08
2691,2017,Stade Reims,17.05
2692,2017,AC Le Havre,15.18
2693,2017,Nîmes Olympique,14.85
2694,2017,Valenciennes FC,13.08
2695,2017,FC Sochaux,12.18
2696,2017,Bourg-en-Bresse,11.38
2697,2017,GFC Ajaccio,10.95
2698,2017,AC Ajaccio,10.65
2699,2017,FC Niort,10.25
2700,2017,LB Châteauroux,10.08
2701,2017,Clermont Foot,9.68
2702,2017,US Quevilly,9.13
2703,2017,US Orléans,7.13
2704,2017,Paris FC,6.93
2705,2018,FC Metz,22.55
2706,2018,ES Troyes AC,22.2
2707,2018,RC Lens,19.78
2708,2018,AJ Auxerre,18.9
2709,2018,AC Le Havre,17.15
2710,2018,FC Lorient,17.15
2711,2018,AS Nancy,16.75
2712,2018,Stade Brest 29,15.85
2713,2018,AC Ajaccio,11.15
2714,2018,Valenciennes FC,11.15
2715,2018,LB Châteauroux,9.18
2716,2018,Clermont Foot,8.94
2717,2018,FC Sochaux,8.9
2718,2018,Red Star FC,8.5
2719,2018,Paris FC,8.2
2720,2018,US Orléans,8.0
2721,2018,GFC Ajaccio,7.4
2722,2018,FC Niort,6.7
2723,2018,Grenoble,5.98
2724,2018,AS Béziers,3.25
2725,2008,FC Basel,24.63
2726,2008,Grasshoppers,21.0
2727,2008,FC Zürich,20.25
2728,2008,BSC Young Boys,19.9
2729,2008,FC Sion,19.85
2730,2008,FC Luzern,12.08
2731,2008,FC Aarau,9.63
2732,2008,Neuchâtel Xamax,8.3
2733,2008,AC Bellinzona,5.85
2734,2008,FC Vaduz,3.53
2735,2009,FC Basel,32.25
2736,2009,FC Zürich,31.55
2737,2009,BSC Young Boys,20.8
2738,2009,FC Sion,17.05
2739,2009,Grasshoppers,15.88
2740,2009,AC Bellinzona,15.65
2741,2009,Neuchâtel Xamax,14.5
2742,2009,FC Luzern,14.3
2743,2009,FC St. Gallen,10.9
2744,2009,FC Aarau,10.33
2745,2010,FC Basel,41.2
2746,2010,BSC Young Boys,26.6
2747,2010,FC Zürich,23.25
2748,2010,FC Sion,18.38
2749,2010,FC St. Gallen,16.45
2750,2010,Grasshoppers,14.2
2751,2010,FC Luzern,14.05
2752,2010,Neuchâtel Xamax,12.35
2753,2010,AC Bellinzona,8.35
2754,2010,FC Thun,7.95
2755,2011,FC Basel,38.95
2756,2011,BSC Young Boys,31.0
2757,2011,FC Zürich,24.8
2758,2011,Neuchâtel Xamax,24.23
2759,2011,FC Sion,23.95
2760,2011,FC Luzern,13.88
2761,2011,Grasshoppers,13.45
2762,2011,Lausanne-Sport,9.25
2763,2011,FC Thun,8.3
2764,2011,Servette FC,8.18
2765,2012,FC Basel,39.25
2766,2012,BSC Young Boys,32.35
2767,2012,FC Sion,29.6
2768,2012,FC Luzern,18.2
2769,2012,FC Zürich,17.75
2770,2012,Grasshoppers,14.15
2771,2012,Servette FC,11.4
2772,2012,FC St. Gallen,10.35
2773,2012,FC Thun,9.03
2774,2012,Lausanne-Sport,8.5
2775,2013,FC Basel,67.83
2776,2013,BSC Young Boys,23.95
2777,2013,FC Sion,20.98
2778,2013,Grasshoppers,20.65
2779,2013,FC Zürich,18.88
2780,2013,FC Luzern,14.3
2781,2013,Lausanne-Sport,13.53
2782,2013,FC St. Gallen,13.48
2783,2013,FC Aarau,11.4
2784,2013,FC Thun,10.43
2785,2014,FC Basel,44.4
2786,2014,BSC Young Boys,22.63
2787,2014,FC Sion,22.55
2788,2014,Grasshoppers,20.5
2789,2014,FC Luzern,19.03
2790,2014,FC Zürich,17.3
2791,2014,FC St. Gallen,13.85
2792,2014,FC Aarau,12.73
2793,2014,FC Thun,12.0
2794,2014,FC Vaduz,8.03
2795,2015,FC Basel,57.9
2796,2015,BSC Young Boys,40.1
2797,2015,FC Sion,32.6
2798,2015,FC Zürich,28.38
2799,2015,Grasshoppers,25.0
2800,2015,FC St. Gallen,21.83
2801,2015,FC Luzern,21.4
2802,2015,FC Vaduz,14.43
2803,2015,FC Thun,12.2
2804,2015,FC Lugano,9.93
2805,2016,FC Basel,67.7
2806,2016,BSC Young Boys,40.85
2807,2016,FC Sion,37.88
2808,2016,Grasshoppers,27.93
2809,2016,FC St. Gallen,21.95
2810,2016,FC Luzern,14.78
2811,2016,FC Lugano,14.1
2812,2016,FC Thun,11.45
2813,2016,Lausanne-Sport,10.83
2814,2016,FC Vaduz,10.28
2815,2017,FC Basel,59.93
2816,2017,FC Sion,36.35
2817,2017,BSC Young Boys,25.45
2818,2017,Grasshoppers,23.2
2819,2017,FC St. Gallen,20.63
2820,2017,Lausanne-Sport,19.1
2821,2017,FC Luzern,15.73
2822,2017,FC Lugano,15.6
2823,2017,FC Zürich,15.05
2824,2017,FC Thun,12.93
2825,2018,BSC Young Boys,68.85
2826,2018,FC Basel,53.3
2827,2018,FC Sion,26.48
2828,2018,Grasshoppers,26.1
2829,2018,FC Luzern,22.15
2830,2018,FC Zürich,21.5
2831,2018,FC Lugano,19.1
2832,2018,FC Thun,17.2
2833,2018,FC St. Gallen,15.23
2834,2018,NE Xamax,10.25
2835,2008,FC St. Gallen,9.68
2836,2008,FC Thun,4.05
2837,2008,FC Winterthur,3.85
2838,2008,FC Locarno,3.75
2839,2008,Servette FC,3.43
2840,2008,FC Schaffhausen,3.03
2841,2008,FC Lugano,2.4
2842,2008,Yverdon-Sport,2.25
2843,2008,Concordia,1.93
2844,2008,Lausanne-Sport,1.93
2845,2008,FC Gossau,1.85
2846,2008,FC Wohlen,1.75
2847,2008,FC Wil 1900,1.68
2848,2008,FC Biel-Bienne,1.15
2849,2008,Stade Nyonnais,1.15
2850,2008,Chaux-de-Fonds,0.7
2851,2009,FC Vaduz,5.6
2852,2009,FC Thun,5.23
2853,2009,FC Lugano,5.08
2854,2009,FC Schaffhausen,4.85
2855,2009,Lausanne-Sport,4.1
2856,2009,Servette FC,3.95
2857,2009,FC Wil 1900,3.73
2858,2009,FC Winterthur,3.53
2859,2009,FC Wohlen,3.3
2860,2009,FC Biel-Bienne,3.2
2861,2009,Yverdon-Sport,2.73
2862,2009,FC Gossau,2.2
2863,2009,FC Locarno,1.98
2864,2009,Stade Nyonnais,1.78
2865,2009,SC Kriens,1.7
2866,2009,Le Mont LS,1.6
2867,2010,FC Lugano,6.9
2868,2010,Lausanne-Sport,6.28
2869,2010,FC Aarau,5.93
2870,2010,Yverdon-Sport,5.3
2871,2010,FC Vaduz,5.25
2872,2010,Servette FC,5.08
2873,2010,FC Schaffhausen,4.78
2874,2010,FC Wil 1900,4.65
2875,2010,FC Winterthur,4.63
2876,2010,FC Wohlen,4.25
2877,2010,Stade Nyonnais,3.45
2878,2010,FC Biel-Bienne,3.2
2879,2010,SC Kriens,2.9
2880,2010,FC Locarno,2.83
2881,2010,FC Chiasso,1.93
2882,2010,SR Delémont,0.75
2883,2011,FC St. Gallen,7.7
2884,2011,FC Lugano,6.45
2885,2011,AC Bellinzona,6.35
2886,2011,FC Vaduz,5.3
2887,2011,FC Aarau,5.23
2888,2011,FC Winterthur,5.1
2889,2011,FC Wil 1900,4.8
2890,2011,SC Kriens,3.98
2891,2011,FC Wohlen,3.78
2892,2011,FC Biel-Bienne,3.48
2893,2011,FC Locarno,3.38
2894,2011,SR Delémont,3.33
2895,2011,FC Chiasso,3.3
2896,2011,Stade Nyonnais,2.9
2897,2011,SC Brühl SG,0.8
2898,2011,Etoile Carouge,0.65
2899,2012,FC Aarau,6.65
2900,2012,AC Bellinzona,6.55
2901,2012,FC Winterthur,5.95
2902,2012,FC Vaduz,5.68
2903,2012,FC Lugano,5.55
2904,2012,FC Biel-Bienne,4.35
2905,2012,FC Wil 1900,4.3
2906,2012,FC Wohlen,4.18
2907,2012,FC Chiasso,4.13
2908,2012,FC Locarno,3.73
2909,2013,Servette FC,8.5
2910,2013,FC Lugano,6.43
2911,2013,FC Vaduz,5.95
2912,2013,FC Winterthur,5.88
2913,2013,FC Wil 1900,5.75
2914,2013,FC Chiasso,5.05
2915,2013,FC Wohlen,4.7
2916,2013,FC Biel-Bienne,4.63
2917,2013,FC Locarno,2.43
2918,2013,FC Schaffhausen,1.53
2919,2014,Lausanne-Sport,8.48
2920,2014,Servette FC,6.83
2921,2014,FC Lugano,6.8
2922,2014,FC Winterthur,5.85
2923,2014,FC Biel-Bienne,5.3
2924,2014,FC Wohlen,5.1
2925,2014,FC Chiasso,5.03
2926,2014,Le Mont LS,4.9
2927,2014,FC Wil 1900,4.6
2928,2014,FC Schaffhausen,4.03
2929,2015,FC Wil 1900,10.98
2930,2015,FC Aarau,9.05
2931,2015,FC Biel-Bienne,6.85
2932,2015,Lausanne-Sport,6.23
2933,2015,FC Winterthur,5.48
2934,2015,FC Schaffhausen,5.38
2935,2015,FC Wohlen,5.1
2936,2015,Le Mont LS,4.98
2937,2015,FC Chiasso,4.83
2938,2015,NE Xamax,4.25
2939,2016,FC Zürich,16.18
2940,2016,FC Wil 1900,10.63
2941,2016,FC Aarau,7.7
2942,2016,FC Winterthur,7.5
2943,2016,FC Schaffhausen,7.3
2944,2016,Le Mont LS,6.15
2945,2016,FC Chiasso,6.08
2946,2016,NE Xamax,5.2
2947,2016,FC Wohlen,4.6
2948,2016,Servette FC,4.48
2949,2017,FC Aarau,8.78
2950,2017,FC Vaduz,7.93
2951,2017,FC Winterthur,7.6
2952,2017,Servette FC,6.93
2953,2017,NE Xamax,5.68
2954,2017,FC Wil 1900,4.4
2955,2017,FC Schaffhausen,4.33
2956,2017,FC Wohlen,3.95
2957,2017,FC Chiasso,3.48
2958,2017,Rapperswil-Jona,2.88
2959,2018,Lausanne-Sport,13.18
2960,2018,FC Aarau,8.58
2961,2018,Servette FC,8.53
2962,2018,FC Winterthur,6.03
2963,2018,FC Vaduz,5.73
2964,2018,FC Schaffhausen,5.35
2965,2018,FC Chiasso,4.93
2966,2018,FC Wil 1900,4.43
2967,2018,Rapperswil-Jona,4.2
2968,2018,SC Kriens,3.15
